City,County,Indicator,Category,CHR&R release year,Underlying data year / period,Value,Unit,Better direction,Nashville rank out of 9,Peer city average (excluding Nashville),Nashville difference from peer average,Nashville percent difference from peer average,Nashville vs peer average,Best performing city,Best performing value,Worst performing city,Worst performing value
Raleigh,"Wake County, NC",Air Pollution – Particulate Matter,Physical environment,2013,2008,12.63,µg/m³ PM2.5,Lower is better,9,11.2975,3.0725,27.20,Worse,Denver,8.45,Nashville,14.37
Durham,"Durham County, NC",Air Pollution – Particulate Matter,Physical environment,2013,2008,12.6,µg/m³ PM2.5,Lower is better,9,11.2975,3.0725,27.20,Worse,Denver,8.45,Nashville,14.37
Charlotte,"Mecklenburg County, NC",Air Pollution – Particulate Matter,Physical environment,2013,2008,13.22,µg/m³ PM2.5,Lower is better,9,11.2975,3.0725,27.20,Worse,Denver,8.45,Nashville,14.37
Denver,"Denver County, CO",Air Pollution – Particulate Matter,Physical environment,2013,2008,8.45,µg/m³ PM2.5,Lower is better,9,11.2975,3.0725,27.20,Worse,Denver,8.45,Nashville,14.37
Atlanta,"Fulton County, GA",Air Pollution – Particulate Matter,Physical environment,2013,2008,12.91,µg/m³ PM2.5,Lower is better,9,11.2975,3.0725,27.20,Worse,Denver,8.45,Nashville,14.37
Fort Worth,"Tarrant County, TX",Air Pollution – Particulate Matter,Physical environment,2013,2008,10.49,µg/m³ PM2.5,Lower is better,9,11.2975,3.0725,27.20,Worse,Denver,8.45,Nashville,14.37
Dallas,"Dallas County, TX",Air Pollution – Particulate Matter,Physical environment,2013,2008,10.65,µg/m³ PM2.5,Lower is better,9,11.2975,3.0725,27.20,Worse,Denver,8.45,Nashville,14.37
Nashville,"Davidson County, TN",Air Pollution – Particulate Matter,Physical environment,2013,2008,14.37,µg/m³ PM2.5,Lower is better,9,11.2975,3.0725,27.20,Worse,Denver,8.45,Nashville,14.37
Austin,"Travis County, TX",Suicide Rate,Health outcomes / well-being,2013,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Raleigh,"Wake County, NC",Suicide Rate,Health outcomes / well-being,2013,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Durham,"Durham County, NC",Suicide Rate,Health outcomes / well-being,2013,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Charlotte,"Mecklenburg County, NC",Suicide Rate,Health outcomes / well-being,2013,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Denver,"Denver County, CO",Suicide Rate,Health outcomes / well-being,2013,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Atlanta,"Fulton County, GA",Suicide Rate,Health outcomes / well-being,2013,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Fort Worth,"Tarrant County, TX",Suicide Rate,Health outcomes / well-being,2013,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Dallas,"Dallas County, TX",Suicide Rate,Health outcomes / well-being,2013,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Nashville,"Davidson County, TN",Suicide Rate,Health outcomes / well-being,2013,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Austin,"Travis County, TX",Teen Birth Rate,Health behaviors,2013,2004-2010,49.36102599,"births per 1,000 females ages 15–19",Lower is better,6,51.513423,-1.324784,-2.57,Better,Raleigh,27.898992824,Denver,77.540842333
Raleigh,"Wake County, NC",Teen Birth Rate,Health behaviors,2013,2004-2010,27.898992824,"births per 1,000 females ages 15–19",Lower is better,6,51.513423,-1.324784,-2.57,Better,Raleigh,27.898992824,Denver,77.540842333
Durham,"Durham County, NC",Teen Birth Rate,Health behaviors,2013,2004-2010,43.104444114,"births per 1,000 females ages 15–19",Lower is better,6,51.513423,-1.324784,-2.57,Better,Raleigh,27.898992824,Denver,77.540842333
Charlotte,"Mecklenburg County, NC",Teen Birth Rate,Health behaviors,2013,2004-2010,42.111424303,"births per 1,000 females ages 15–19",Lower is better,6,51.513423,-1.324784,-2.57,Better,Raleigh,27.898992824,Denver,77.540842333
Denver,"Denver County, CO",Teen Birth Rate,Health behaviors,2013,2004-2010,77.540842333,"births per 1,000 females ages 15–19",Lower is better,6,51.513423,-1.324784,-2.57,Better,Raleigh,27.898992824,Denver,77.540842333
Atlanta,"Fulton County, GA",Teen Birth Rate,Health behaviors,2013,2004-2010,45.892921378,"births per 1,000 females ages 15–19",Lower is better,6,51.513423,-1.324784,-2.57,Better,Raleigh,27.898992824,Denver,77.540842333
Fort Worth,"Tarrant County, TX",Teen Birth Rate,Health behaviors,2013,2004-2010,55.185499363,"births per 1,000 females ages 15–19",Lower is better,6,51.513423,-1.324784,-2.57,Better,Raleigh,27.898992824,Denver,77.540842333
Dallas,"Dallas County, TX",Teen Birth Rate,Health behaviors,2013,2004-2010,71.01223479,"births per 1,000 females ages 15–19",Lower is better,6,51.513423,-1.324784,-2.57,Better,Raleigh,27.898992824,Denver,77.540842333
Nashville,"Davidson County, TN",Teen Birth Rate,Health behaviors,2013,2004-2010,50.188639541,"births per 1,000 females ages 15–19",Lower is better,6,51.513423,-1.324784,-2.57,Better,Raleigh,27.898992824,Denver,77.540842333
Austin,"Travis County, TX",Injury Deaths,Health outcomes / well-being,2013,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Raleigh,"Wake County, NC",Injury Deaths,Health outcomes / well-being,2013,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Durham,"Durham County, NC",Injury Deaths,Health outcomes / well-being,2013,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Charlotte,"Mecklenburg County, NC",Injury Deaths,Health outcomes / well-being,2013,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Denver,"Denver County, CO",Injury Deaths,Health outcomes / well-being,2013,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Atlanta,"Fulton County, GA",Injury Deaths,Health outcomes / well-being,2013,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Fort Worth,"Tarrant County, TX",Injury Deaths,Health outcomes / well-being,2013,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Dallas,"Dallas County, TX",Injury Deaths,Health outcomes / well-being,2013,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Nashville,"Davidson County, TN",Injury Deaths,Health outcomes / well-being,2013,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Austin,"Travis County, TX",Broadband Access,Physical environment,2013,,,%,Higher is better,,,,,,,,,
Raleigh,"Wake County, NC",Broadband Access,Physical environment,2013,,,%,Higher is better,,,,,,,,,
Durham,"Durham County, NC",Broadband Access,Physical environment,2013,,,%,Higher is better,,,,,,,,,
Charlotte,"Mecklenburg County, NC",Broadband Access,Physical environment,2013,,,%,Higher is better,,,,,,,,,
Denver,"Denver County, CO",Broadband Access,Physical environment,2013,,,%,Higher is better,,,,,,,,,
Atlanta,"Fulton County, GA",Broadband Access,Physical environment,2013,,,%,Higher is better,,,,,,,,,
Fort Worth,"Tarrant County, TX",Broadband Access,Physical environment,2013,,,%,Higher is better,,,,,,,,,
Dallas,"Dallas County, TX",Broadband Access,Physical environment,2013,,,%,Higher is better,,,,,,,,,
Nashville,"Davidson County, TN",Broadband Access,Physical environment,2013,,,%,Higher is better,,,,,,,,,
Austin,"Travis County, TX",Severe Housing Cost Burden,Physical environment,2013,,,%,Lower is better,,,,,,,,,
Raleigh,"Wake County, NC",Severe Housing Cost Burden,Physical environment,2013,,,%,Lower is better,,,,,,,,,
Durham,"Durham County, NC",Severe Housing Cost Burden,Physical environment,2013,,,%,Lower is better,,,,,,,,,
Charlotte,"Mecklenburg County, NC",Severe Housing Cost Burden,Physical environment,2013,,,%,Lower is better,,,,,,,,,
Denver,"Denver County, CO",Severe Housing Cost Burden,Physical environment,2013,,,%,Lower is better,,,,,,,,,
Atlanta,"Fulton County, GA",Severe Housing Cost Burden,Physical environment,2013,,,%,Lower is better,,,,,,,,,
Fort Worth,"Tarrant County, TX",Severe Housing Cost Burden,Physical environment,2013,,,%,Lower is better,,,,,,,,,
Dallas,"Dallas County, TX",Severe Housing Cost Burden,Physical environment,2013,,,%,Lower is better,,,,,,,,,
Nashville,"Davidson County, TN",Severe Housing Cost Burden,Physical environment,2013,,,%,Lower is better,,,,,,,,,
Austin,"Travis County, TX",Life Expectancy,Health outcomes / well-being,2014,,,years,Higher is better,,,,,,,,,
Raleigh,"Wake County, NC",Life Expectancy,Health outcomes / well-being,2014,,,years,Higher is better,,,,,,,,,
Durham,"Durham County, NC",Life Expectancy,Health outcomes / well-being,2014,,,years,Higher is better,,,,,,,,,
Charlotte,"Mecklenburg County, NC",Life Expectancy,Health outcomes / well-being,2014,,,years,Higher is better,,,,,,,,,
Denver,"Denver County, CO",Life Expectancy,Health outcomes / well-being,2014,,,years,Higher is better,,,,,,,,,
Atlanta,"Fulton County, GA",Life Expectancy,Health outcomes / well-being,2014,,,years,Higher is better,,,,,,,,,
Fort Worth,"Tarrant County, TX",Life Expectancy,Health outcomes / well-being,2014,,,years,Higher is better,,,,,,,,,
Dallas,"Dallas County, TX",Life Expectancy,Health outcomes / well-being,2014,,,years,Higher is better,,,,,,,,,
Nashville,"Davidson County, TN",Life Expectancy,Health outcomes / well-being,2014,,,years,Higher is better,,,,,,,,,
Austin,"Travis County, TX",Infant Mortality,Health outcomes / well-being,2014,2002-2008,5.6,"deaths per 1,000 live births",Lower is better,7,7.0125,0.8875,12.66,Worse,Austin,5.6,Atlanta,8.1
Raleigh,"Wake County, NC",Infant Mortality,Health outcomes / well-being,2014,2002-2008,6.6,"deaths per 1,000 live births",Lower is better,7,7.0125,0.8875,12.66,Worse,Austin,5.6,Atlanta,8.1
Durham,"Durham County, NC",Infant Mortality,Health outcomes / well-being,2014,2002-2008,6.6,"deaths per 1,000 live births",Lower is better,7,7.0125,0.8875,12.66,Worse,Austin,5.6,Atlanta,8.1
Charlotte,"Mecklenburg County, NC",Infant Mortality,Health outcomes / well-being,2014,2002-2008,7.5,"deaths per 1,000 live births",Lower is better,7,7.0125,0.8875,12.66,Worse,Austin,5.6,Atlanta,8.1
Denver,"Denver County, CO",Infant Mortality,Health outcomes / well-being,2014,2002-2008,7,"deaths per 1,000 live births",Lower is better,7,7.0125,0.8875,12.66,Worse,Austin,5.6,Atlanta,8.1
Atlanta,"Fulton County, GA",Infant Mortality,Health outcomes / well-being,2014,2002-2008,8.1,"deaths per 1,000 live births",Lower is better,7,7.0125,0.8875,12.66,Worse,Austin,5.6,Atlanta,8.1
Fort Worth,"Tarrant County, TX",Infant Mortality,Health outcomes / well-being,2014,2002-2008,7.6,"deaths per 1,000 live births",Lower is better,7,7.0125,0.8875,12.66,Worse,Austin,5.6,Atlanta,8.1
Dallas,"Dallas County, TX",Infant Mortality,Health outcomes / well-being,2014,2002-2008,7.1,"deaths per 1,000 live births",Lower is better,7,7.0125,0.8875,12.66,Worse,Austin,5.6,Atlanta,8.1
Nashville,"Davidson County, TN",Infant Mortality,Health outcomes / well-being,2014,2002-2008,7.9,"deaths per 1,000 live births",Lower is better,7,7.0125,0.8875,12.66,Worse,Austin,5.6,Atlanta,8.1
Austin,"Travis County, TX",Poor or Fair Health,Health outcomes / well-being,2014,2006-2012,13.1,%,Lower is better,4,14.2875,0.1125,0.79,Worse,Raleigh,11.1,Dallas,17.3
Raleigh,"Wake County, NC",Poor or Fair Health,Health outcomes / well-being,2014,2006-2012,11.1,%,Lower is better,4,14.2875,0.1125,0.79,Worse,Raleigh,11.1,Dallas,17.3
Durham,"Durham County, NC",Poor or Fair Health,Health outcomes / well-being,2014,2006-2012,16.6,%,Lower is better,4,14.2875,0.1125,0.79,Worse,Raleigh,11.1,Dallas,17.3
Charlotte,"Mecklenburg County, NC",Poor or Fair Health,Health outcomes / well-being,2014,2006-2012,14.2,%,Lower is better,4,14.2875,0.1125,0.79,Worse,Raleigh,11.1,Dallas,17.3
Denver,"Denver County, CO",Poor or Fair Health,Health outcomes / well-being,2014,2006-2012,16.4,%,Lower is better,4,14.2875,0.1125,0.79,Worse,Raleigh,11.1,Dallas,17.3
Atlanta,"Fulton County, GA",Poor or Fair Health,Health outcomes / well-being,2014,2006-2012,11.1,%,Lower is better,4,14.2875,0.1125,0.79,Worse,Raleigh,11.1,Dallas,17.3
Fort Worth,"Tarrant County, TX",Poor or Fair Health,Health outcomes / well-being,2014,2006-2012,14.5,%,Lower is better,4,14.2875,0.1125,0.79,Worse,Raleigh,11.1,Dallas,17.3
Dallas,"Dallas County, TX",Poor or Fair Health,Health outcomes / well-being,2014,2006-2012,17.3,%,Lower is better,4,14.2875,0.1125,0.79,Worse,Raleigh,11.1,Dallas,17.3
Nashville,"Davidson County, TN",Poor or Fair Health,Health outcomes / well-being,2014,2006-2012,14.4,%,Lower is better,4,14.2875,0.1125,0.79,Worse,Raleigh,11.1,Dallas,17.3
Austin,"Travis County, TX",Poor Physical Health Days,Health outcomes / well-being,2014,2006-2012,2.9,days per month,Lower is better,4,2.9375,0.0625,2.13,Worse,Atlanta,2.4,Dallas,3.6
Raleigh,"Wake County, NC",Poor Physical Health Days,Health outcomes / well-being,2014,2006-2012,2.8,days per month,Lower is better,4,2.9375,0.0625,2.13,Worse,Atlanta,2.4,Dallas,3.6
Durham,"Durham County, NC",Poor Physical Health Days,Health outcomes / well-being,2014,2006-2012,2.8,days per month,Lower is better,4,2.9375,0.0625,2.13,Worse,Atlanta,2.4,Dallas,3.6
Charlotte,"Mecklenburg County, NC",Poor Physical Health Days,Health outcomes / well-being,2014,2006-2012,2.8,days per month,Lower is better,4,2.9375,0.0625,2.13,Worse,Atlanta,2.4,Dallas,3.6
Denver,"Denver County, CO",Poor Physical Health Days,Health outcomes / well-being,2014,2006-2012,3.2,days per month,Lower is better,4,2.9375,0.0625,2.13,Worse,Atlanta,2.4,Dallas,3.6
Atlanta,"Fulton County, GA",Poor Physical Health Days,Health outcomes / well-being,2014,2006-2012,2.4,days per month,Lower is better,4,2.9375,0.0625,2.13,Worse,Atlanta,2.4,Dallas,3.6
Fort Worth,"Tarrant County, TX",Poor Physical Health Days,Health outcomes / well-being,2014,2006-2012,3,days per month,Lower is better,4,2.9375,0.0625,2.13,Worse,Atlanta,2.4,Dallas,3.6
Dallas,"Dallas County, TX",Poor Physical Health Days,Health outcomes / well-being,2014,2006-2012,3.6,days per month,Lower is better,4,2.9375,0.0625,2.13,Worse,Atlanta,2.4,Dallas,3.6
Nashville,"Davidson County, TN",Poor Physical Health Days,Health outcomes / well-being,2014,2006-2012,3,days per month,Lower is better,4,2.9375,0.0625,2.13,Worse,Atlanta,2.4,Dallas,3.6
Austin,"Travis County, TX",Poor Mental Health Days,Health outcomes / well-being,2014,2006-2012,3.2,days per month,Lower is better,2,3.0125,-0.3125,-10.37,Better,Raleigh,2.6,Dallas,3.3
Raleigh,"Wake County, NC",Poor Mental Health Days,Health outcomes / well-being,2014,2006-2012,2.6,days per month,Lower is better,2,3.0125,-0.3125,-10.37,Better,Raleigh,2.6,Dallas,3.3
Durham,"Durham County, NC",Poor Mental Health Days,Health outcomes / well-being,2014,2006-2012,2.9,days per month,Lower is better,2,3.0125,-0.3125,-10.37,Better,Raleigh,2.6,Dallas,3.3
Charlotte,"Mecklenburg County, NC",Poor Mental Health Days,Health outcomes / well-being,2014,2006-2012,3.2,days per month,Lower is better,2,3.0125,-0.3125,-10.37,Better,Raleigh,2.6,Dallas,3.3
Denver,"Denver County, CO",Poor Mental Health Days,Health outcomes / well-being,2014,2006-2012,3.2,days per month,Lower is better,2,3.0125,-0.3125,-10.37,Better,Raleigh,2.6,Dallas,3.3
Atlanta,"Fulton County, GA",Poor Mental Health Days,Health outcomes / well-being,2014,2006-2012,2.7,days per month,Lower is better,2,3.0125,-0.3125,-10.37,Better,Raleigh,2.6,Dallas,3.3
Fort Worth,"Tarrant County, TX",Poor Mental Health Days,Health outcomes / well-being,2014,2006-2012,3,days per month,Lower is better,2,3.0125,-0.3125,-10.37,Better,Raleigh,2.6,Dallas,3.3
Dallas,"Dallas County, TX",Poor Mental Health Days,Health outcomes / well-being,2014,2006-2012,3.3,days per month,Lower is better,2,3.0125,-0.3125,-10.37,Better,Raleigh,2.6,Dallas,3.3
Nashville,"Davidson County, TN",Poor Mental Health Days,Health outcomes / well-being,2014,2006-2012,2.7,days per month,Lower is better,2,3.0125,-0.3125,-10.37,Better,Raleigh,2.6,Dallas,3.3
Austin,"Travis County, TX",Adult Obesity,Health outcomes / well-being,2014,2010,23.7,%,Lower is better,8,25.3375,4.9625,19.59,Worse,Denver,18.2,Nashville,30.3
Raleigh,"Wake County, NC",Adult Obesity,Health outcomes / well-being,2014,2010,24.8,%,Lower is better,8,25.3375,4.9625,19.59,Worse,Denver,18.2,Nashville,30.3
Durham,"Durham County, NC",Adult Obesity,Health outcomes / well-being,2014,2010,29.4,%,Lower is better,8,25.3375,4.9625,19.59,Worse,Denver,18.2,Nashville,30.3
Charlotte,"Mecklenburg County, NC",Adult Obesity,Health outcomes / well-being,2014,2010,25.5,%,Lower is better,8,25.3375,4.9625,19.59,Worse,Denver,18.2,Nashville,30.3
Denver,"Denver County, CO",Adult Obesity,Health outcomes / well-being,2014,2010,18.2,%,Lower is better,8,25.3375,4.9625,19.59,Worse,Denver,18.2,Nashville,30.3
Atlanta,"Fulton County, GA",Adult Obesity,Health outcomes / well-being,2014,2010,22.9,%,Lower is better,8,25.3375,4.9625,19.59,Worse,Denver,18.2,Nashville,30.3
Fort Worth,"Tarrant County, TX",Adult Obesity,Health outcomes / well-being,2014,2010,27.9,%,Lower is better,8,25.3375,4.9625,19.59,Worse,Denver,18.2,Nashville,30.3
Dallas,"Dallas County, TX",Adult Obesity,Health outcomes / well-being,2014,2010,30.3,%,Lower is better,8,25.3375,4.9625,19.59,Worse,Denver,18.2,Nashville,30.3
Nashville,"Davidson County, TN",Adult Obesity,Health outcomes / well-being,2014,2010,30.3,%,Lower is better,8,25.3375,4.9625,19.59,Worse,Denver,18.2,Nashville,30.3
Austin,"Travis County, TX",Diabetes Prevalence,Health outcomes / well-being,2014,2010,6.5,%,Lower is better,7,7.9375,1.3625,17.17,Worse,Denver,5.9,Durham,9.4
Raleigh,"Wake County, NC",Diabetes Prevalence,Health outcomes / well-being,2014,2010,7,%,Lower is better,7,7.9375,1.3625,17.17,Worse,Denver,5.9,Durham,9.4
Durham,"Durham County, NC",Diabetes Prevalence,Health outcomes / well-being,2014,2010,9.4,%,Lower is better,7,7.9375,1.3625,17.17,Worse,Denver,5.9,Durham,9.4
Charlotte,"Mecklenburg County, NC",Diabetes Prevalence,Health outcomes / well-being,2014,2010,8.4,%,Lower is better,7,7.9375,1.3625,17.17,Worse,Denver,5.9,Durham,9.4
Denver,"Denver County, CO",Diabetes Prevalence,Health outcomes / well-being,2014,2010,5.9,%,Lower is better,7,7.9375,1.3625,17.17,Worse,Denver,5.9,Durham,9.4
Atlanta,"Fulton County, GA",Diabetes Prevalence,Health outcomes / well-being,2014,2010,7.9,%,Lower is better,7,7.9375,1.3625,17.17,Worse,Denver,5.9,Durham,9.4
Fort Worth,"Tarrant County, TX",Diabetes Prevalence,Health outcomes / well-being,2014,2010,9.2,%,Lower is better,7,7.9375,1.3625,17.17,Worse,Denver,5.9,Durham,9.4
Dallas,"Dallas County, TX",Diabetes Prevalence,Health outcomes / well-being,2014,2010,9.2,%,Lower is better,7,7.9375,1.3625,17.17,Worse,Denver,5.9,Durham,9.4
Nashville,"Davidson County, TN",Diabetes Prevalence,Health outcomes / well-being,2014,2010,9.3,%,Lower is better,7,7.9375,1.3625,17.17,Worse,Denver,5.9,Durham,9.4
Austin,"Travis County, TX",Adult Smoking,Health behaviors,2014,2006-2012,14.4,%,Lower is better,8,14.825,2.375,16.02,Worse,Raleigh,12.9,Denver,19.5
Raleigh,"Wake County, NC",Adult Smoking,Health behaviors,2014,2006-2012,12.9,%,Lower is better,8,14.825,2.375,16.02,Worse,Raleigh,12.9,Denver,19.5
